Selected_Models/model-spring_10_1.0E+06_4_04090711, 4
Selected_Models/model-None_1_1.0E+00_5_04092342, 5
Selected_Models/model-spring_5_5.0E+06_3_04081815, 3
Selected_Models/model-spring_3_1.0E+07_7_04080642, 7
Selected_Models/model-spring_3_5.0E+06_8_04080339, 8
Selected_Models/model-spring_3_1.0E+06_8_04080125, 8
Selected_Models/model-spring_1_1.0E+07_5_04072246,5
Selected_Models/model-spring_1_5.0E+06_4_04071747,4
Selected_Models/model-spring_1_1.0E+06_1_04071454,1
